x,y,label
-1.7361228,-14.409103,2
-22.6834,0.036788613,3
0.9602988,-6.0709295,2
-20.336645,6.1962204,3
-17.041729,13.773238,5
-2.658366,-1.3697051,9
8.042765,13.279097,1
-2.5225904,17.379078,7
17.733171,3.4119565,6
-5.197417,-13.666418,2
-16.436415,-10.18113,8
-5.151876,-17.621058,2
0.75395894,-7.4025445,2
-15.855442,13.048649,5
13.427612,-23.890463,0
-4.426352,15.403379,7
15.519037,-8.368245,4
-3.7093427,-0.81270444,9
-1.9677899,16.621466,7
-22.111544,-14.987194,8
-19.841488,1.0445257,3
-4.448589,-13.695654,2
7.8248105,13.762455,1
9.931801,16.015797,1
-18.023289,-6.2010665,8
-23.10908,0.4273564,3
16.407768,5.0888195,6
9.30576,17.875387,1
15.173147,-25.00752,0
-19.280582,3.4000971,3
8.442073,15.393383,1
14.879337,-24.263592,0
6.678098,-14.927806,0
9.421642,18.309624,1
-0.05305168,4.3760495,7
-10.691739,-25.674753,2
-1.8601053,18.749586,7
-28.389683,1.3765725,3
6.5279145,-10.311163,0
13.641656,-8.228199,4
19.320229,8.142944,6
-22.599125,20.830267,5
-5.3935275,-19.625568,2
26.471674,10.0352545,6
14.758982,-2.9981863,4
-4.7441306,20.332575,7
0.8321526,4.9972897,1
-19.553198,-10.601534,8
0.23862103,0.1014711,9
-4.770519,1.052821,9
-22.022903,-1.2338268,3
12.743453,-19.31092,0
-4.410754,19.288889,7
9.126169,17.424164,1
7.752321,-11.982786,0
-7.4288316,-27.123434,2
1.4386408,-9.830438,0
-26.11244,0.945577,3
-18.929502,17.907932,5
11.174144,-6.5635653,4
12.796597,6.3295007,6
-22.0148,17.527403,5
-14.015829,-7.113717,8
24.919214,8.806113,6
-19.660118,1.8473027,3
-3.5781424,22.42843,7
-16.455473,12.778412,5
-19.282946,-16.987093,8
5.5778613,-12.218128,0
-2.1460674,1.6280504,9
9.144989,10.140983,1
13.007922,-20.496014,0
-12.889645,3.2127364,3
9.202956,15.657402,1
-5.0737367,-23.230402,2
-6.92944,-25.505512,2
-23.075733,1.7062479,3
-27.94734,4.3851714,3
6.902525,0.7317363,6
19.536188,-10.485207,4
-3.1021764,16.249805,7
-17.861343,18.919283,5
6.597847,-6.969977,0
23.110949,9.712278,6
-1.9897573,-7.8607526,2
-5.868834,23.832071,7
-1.9353893,-0.9516815,9
-23.958477,-15.972961,8
-19.435135,11.864721,5
-1.5980899,0.7722212,9
-3.6257632,-4.297145,2
8.943498,18.056952,1
8.653165,14.519506,1
11.834784,-7.9035225,4
14.541224,-6.6134357,4
-19.6979,14.918846,5
13.207539,4.733569,6
17.180143,-9.590572,4
8.987495,14.263454,1
-10.056473,-21.04365,2
-11.395185,10.091978,5
-23.50345,4.209879,3
-2.1995962,0.88722885,9
-25.428823,-0.6370803,3
-4.8097687,3.6371849,9
13.018475,-21.81505,0
-18.450327,16.012941,5
-2.958596,0.89575815,9
11.058208,5.7241936,6
-13.931181,10.693691,5
-2.380976,15.657582,7
14.989397,-11.189905,4
10.47411,17.267075,1
-24.58838,3.9349644,3
15.713173,-9.511456,4
11.571744,-20.397093,0
10.183548,-3.284488,4
-24.627222,-13.645018,8
10.268719,-18.96478,0
22.786596,-8.29227,4
-30.646511,1.4804305,3
23.245293,9.905513,6
-17.415432,-12.067661,8
-3.2676036,20.500883,7
18.791594,8.473678,6
10.999545,-23.269573,0
-1.2401445,2.673465,9
-3.2861984,22.056051,7
-18.12857,13.0653305,5
-2.9881942,19.657278,7
-7.5291295,-25.202196,2
8.711328,14.913271,1
10.026105,15.35428,1
24.535488,11.056654,6
-13.364259,-6.755714,8
-4.476626,2.1639063,9
14.946274,-6.0105343,4
9.556814,18.00033,1
-18.302319,11.991632,5
-4.441303,-24.413889,2
-1.8327472,-5.1285734,2
-3.220742,1.6437987,9
9.050119,-17.877588,0
-24.014267,1.8528113,3
-4.9475102,1.6008383,9
19.970882,9.104066,6
-0.5297229,15.841921,7
-7.443934,-17.430162,2
11.661577,-24.333033,0
-24.314663,3.410733,3
-11.768552,12.25677,5
20.031454,-9.820944,4
-15.4736805,0.80592513,3
18.570103,5.307332,6
-22.506966,17.242838,5
-20.812199,-15.072351,8
1.8358166,0.98543954,9
-18.500555,15.150265,5
16.032738,-10.19209,4
-3.8529222,25.49227,7
18.576033,-5.7858853,4
-7.896791,-21.925753,2
-4.4864316,7.7335014,7
-28.097279,0.84437716,3
5.3720794,-0.7048447,4
-21.417213,-14.573624,8
-1.4777544,0.29601207,9
8.43298,15.6172495,1
-9.36484,2.6649868,9
-8.060211,-28.568167,2
-15.486005,-10.877283,8
-0.9209006,24.57838,7
-3.5709026,2.2042084,9
9.591108,14.439327,1
-11.665299,-8.337012,8
-3.325991,15.716852,7
6.1000896,-2.5453894,4
10.373686,13.678055,1
-14.6207695,2.4581592,3
9.583413,16.305246,1
5.049896,12.019687,1
15.704573,-21.424683,0
-2.8875625,-21.371477,2
-28.594389,0.9660326,3
-1.3968065,-1.1939307,9
15.240504,-6.794918,4
-2.4001129,-1.1766785,9
-4.9864964,-21.260212,2
7.800234,13.014656,1
20.909737,10.106394,6
-14.010762,-7.65265,8
20.34059,-9.539153,4
0.2795389,11.924222,7
-0.76403403,20.118439,7
18.685844,-8.755581,4
15.70536,-8.2174015,4
-0.682184,0.92825353,9
-4.8227715,-25.065039,2
-14.78236,7.6061997,5
-4.1618495,21.846235,7
-3.4175699,-25.015436,2
13.781195,-6.44893,4
17.992096,-5.957376,4
-9.3370075,-27.610533,2
11.200528,18.557394,1
-1.0401647,-0.0019446313,9
1.3102381,12.77479,7
-8.971512,-22.551794,2
-19.669727,-9.170263,8
-2.6301885,22.365746,7
12.598068,7.413523,6
-2.0255497,1.4046103,9
-7.086107,-14.802607,2
-5.743624,-9.822793,2
-22.874395,0.9140892,3
-26.850664,-15.337151,8
10.654484,9.73454,1
25.091015,11.646613,6
-15.721467,10.751407,5
11.341097,15.016822,1
8.4087515,15.54851,1
12.196814,-17.863886,0
-0.99474216,-20.780245,2
20.467388,5.755158,6
16.006159,-7.5563316,4
-17.47982,15.0083,5
-17.190409,-6.704938,8
-32.139835,-0.33414564,3
10.449281,13.945382,1
-19.377556,16.536898,5
9.95145,14.7792,1
-1.1341188,0.9171456,9
-2.7583315,-15.476273,2
-4.2764153,21.41294,7
6.5287075,-2.8825026,4
16.56423,-10.462122,4
10.550314,-4.4263754,4
-16.125149,-9.466217,8
9.291822,10.989889,1
-15.427449,15.878963,5
0.10200527,-1.3034979,8
-2.265456,-0.3062057,9
-9.152052,9.255054,5
26.54468,10.783257,6
-4.735505,17.281322,7
-2.2794788,2.1654973,9
-0.53184104,1.1603845,9
-22.046135,-0.8669113,3
-3.928007,16.54349,7
12.169203,-19.707891,0
-2.5462081,0.72362137,9
16.817963,-25.092566,0
16.841461,7.844283,6
26.319279,8.474181,6
-4.2464204,-19.470322,2
-23.451012,4.9221625,3
-3.9617102,0.6657193,9
13.316804,-24.039324,0
-1.3309867,5.5079055,7
-16.48581,13.550541,5
18.310204,-8.399599,4
-14.788872,-10.229015,8
9.022904,-11.565889,0
-1.8221176,1.4007989,9
21.440266,-6.4727697,4
9.242363,13.836523,1
-3.324186,-12.399889,2
-25.547876,-16.93363,8
-0.49701187,12.660536,7
11.035564,14.27597,1
-6.8597503,-13.152618,2
18.52894,6.3438563,6
10.15268,14.383337,1
6.447601,-14.132469,0
-21.435686,-1.7997273,3
12.1083145,-19.727207,0
7.658592,13.199488,1
9.056329,14.849319,1
-10.60873,-5.136612,8
-7.7627277,-19.247316,2
10.768475,-23.048784,0
-19.171568,1.4349362,3
-5.65043,0.44694915,9
18.784044,-10.20751,4
14.008996,-25.320654,0
-16.812914,13.538748,5
11.54218,-17.37765,0
21.00614,14.263791,6
9.603468,14.665863,1
-2.235738,16.385427,7
-3.2181857,11.338541,7
-15.269588,-10.731859,8
7.87198,6.7310534,1
-2.1229322,0.9551954,9
-1.8881857,-7.959835,2
9.027096,-15.10489,0
-21.706106,18.595083,5
9.82839,16.244005,1
-2.2735898,-13.071388,2
-6.468419,-17.106203,2
-3.3576639,18.256035,7
-26.449684,0.12423387,3
-14.92878,12.560209,5
18.285284,-10.720192,4
1.4853604,-0.38423076,9
-3.970538,11.734753,7
9.151622,15.281639,1
-19.497429,-7.8159914,8
-24.933023,2.4100616,3
-3.5765169,-0.23345408,9
19.394842,6.1003623,6
4.619668,-8.2046995,0
-34.134857,1.1930952,3
7.2075725,15.3583355,1
8.668787,12.835134,1
-4.0319114,-8.493641,2
11.169439,-9.3560505,6
-24.457804,2.6480477,3
-8.813815,13.238689,5
-1.6362641,12.191792,7
13.761618,4.34501,6
-21.754715,-14.192284,8
-9.311171,0.41296473,3
-3.7794673,0.04884091,9
-12.964134,8.407434,5
-16.354866,-5.992361,8
-17.57875,16.915817,5
-0.41555378,20.663378,7
11.738331,2.4898436,6
10.61201,16.501741,1
9.319163,14.510681,1
-22.709328,4.054279,3
9.007647,16.12071,1
0.42706516,17.73052,7
-18.424658,19.70931,5
-19.435566,15.36759,5
-15.395033,9.66288,5
-0.8614509,-19.21239,2
-12.5824585,14.596418,5
-17.363003,-6.2298717,8
-1.6576164,4.4956203,7
13.057097,-19.71097,0
-3.023461,0.7046374,9
-1.5562952,10.844229,7
-3.3962133,20.451666,7
-16.603699,10.677147,5
4.0393214,-11.43362,0
-2.363425,2.667386,9
15.094377,-20.783703,0
3.8121045,-11.257282,0
-7.9950557,-4.2491865,8
-1.6359565,1.8110591,9
-3.728886,-10.806179,2
16.173485,-13.506256,4
-17.15141,-13.294331,8
7.1513257,15.042856,1
18.822235,9.578714,6
7.82241,10.858838,1
19.79145,6.4955387,6
-19.57946,15.649849,5
9.408671,16.909464,1
-17.626457,-12.6174965,8
-27.727602,3.900222,3
18.909975,-8.597052,4
6.694988,-18.701792,0
-20.219189,15.619361,5
-18.911116,9.065104,5
-21.794579,-16.540636,8
-22.14466,1.4926182,3
13.470403,0.7990241,6
-7.66579,-21.35189,2
-20.45801,1.1201533,3
-3.2414873,2.1215358,9
-6.812694,-16.81847,2
5.770359,11.926708,1
5.379604,12.889812,1
-15.637684,11.783597,5
-6.4387684,-15.222292,2
10.48311,15.28322,1
-24.012253,2.7903042,3
-1.9373434,-12.1137495,2
-17.037348,-11.654485,8
-2.2665362,17.508596,7
-19.495577,-0.3905433,3
-2.109432,16.955027,7
-2.3456423,-9.947422,2
12.1971855,-7.0146446,4
12.891156,3.0712736,6
-0.78846717,0.6632781,9
0.015502244,16.861141,7
-6.12047,-8.040828,2
22.854565,-8.448873,4
-3.2652977,-15.531662,2
-27.131891,-16.796673,8
8.516325,10.51795,1
9.123154,16.91973,1
-20.588676,3.0489802,3
-18.181414,-11.546126,8
4.9863896,-4.3606925,4
10.091274,-16.710157,0
10.607239,5.741929,6
-19.739414,11.668578,5
-1.48861,3.0343575,9
-24.327953,2.4263651,3
10.61486,-14.083813,0
-3.5200884,1.2301832,9
-3.7896988,-8.273313,2
15.668177,-5.418889,4
-3.162524,11.0541115,7
6.9873223,16.432158,1
-1.2404754,-2.6082633,2
-2.5751321,-0.71757877,9
9.682535,-6.4126844,4
-4.3122487,-14.42274,2
19.267826,4.810171,6
8.432573,14.918663,1
-9.72534,-6.22505,8
-3.2329957,2.2434704,9
12.068679,-13.792651,0
12.373728,2.027425,6
18.539848,5.2116423,6
-2.0270064,16.254034,7
-4.5434766,0.5685488,9
-2.6281059,-0.7448491,9
-16.58847,-12.120697,8
11.690689,-19.98267,0
7.091909,10.593271,1
7.5323215,-7.432649,4
14.914295,-8.619747,4
5.760329,3.6253107,6
-0.37226173,17.227526,7
8.372101,14.964353,1
-15.245571,11.8376045,5
-1.295368,12.258669,7
13.846005,-23.584044,0
-15.836928,2.976065,3
-10.341979,10.226511,5
-20.447365,-13.6806135,8
10.582182,-4.368228,4
-3.1199849,20.051073,7
8.590623,14.703974,1
-2.9899065,-12.760642,2
-12.233166,15.426384,5
-1.4669349,-0.90911853,9
-16.851055,16.795012,5
8.2207,0.42901948,6
-2.7716706,13.939407,7
-12.687632,12.043895,5
-1.8676689,-1.5184215,9
-15.280954,-11.710463,8
-11.81052,-8.612884,8
-19.215008,1.9283127,3
5.7442417,2.649782,6
-1.2534902,-3.5621612,9
-6.430029,23.165201,7
2.8154433,-14.3731785,0
-2.5920262,11.409325,7
-6.397554,-1.3951457,5
-2.9382188,15.048303,7
8.749034,11.624587,1
9.690126,15.980583,1
12.160417,-24.204023,0
-7.9196606,16.635996,7
-0.44503948,-0.7226647,9
-10.107093,-24.928495,2
-22.726318,3.4612353,3
-2.5479677,11.199329,7
-19.77355,2.586009,3
-6.7814,-11.388904,2
9.663813,-6.9653006,4
8.809681,15.118387,1
18.694185,11.447923,6
-4.3443446,-16.378038,2
-0.20468637,18.0464,7
-12.851109,10.383203,5
-18.828161,16.116,5
-3.6400077,21.311106,7
17.622698,-8.09384,4
9.568594,-16.958548,0
-2.5846465,-5.38766,2
17.665796,7.995486,6
-16.280237,1.0371882,3
11.769852,4.6554403,6
9.593458,-5.6578465,4
6.6403813,-19.794111,0
13.816086,-6.778552,4
-0.056681365,-9.422604,2
12.99914,3.3633425,6
6.855542,-15.481912,0
6.0938354,-10.589437,0
8.105998,-12.533479,0
12.793757,-19.7686,0
-15.428131,-2.789157,3
6.6970925,14.879226,1
16.731739,6.4134655,6
-4.7692227,-19.433516,2
-0.88374496,-5.7253776,2
-24.158663,1.8023171,3
8.863817,14.783869,1
15.793454,-8.06605,4
10.096448,16.572374,1
-17.635962,17.27004,5
18.006966,-8.526918,4
21.807396,11.357313,6
7.1895633,-2.4325583,4
-3.6860216,21.487677,7
-10.733801,-23.270302,2
-21.879501,-13.726593,8
-1.7545931,15.234887,7
-3.2096145,2.0647357,9
-2.5007374,-11.730095,2
10.495922,-15.437618,0
-13.277812,10.479134,5
6.3059745,15.178814,1
11.808672,-6.6268497,4
-4.9475417,-16.933592,2
-15.867489,-9.743659,8
-24.88811,4.837656,3
-5.4031196,-12.11658,2
13.269874,-9.370213,4
8.591655,17.62208,1
-16.62169,16.312809,5
17.646444,-8.472395,4
20.794245,10.585253,6
10.777007,-17.371727,0
-3.1459386,19.124123,7
-4.036488,-0.4131127,9
-17.267035,-13.6362,8
13.21624,-6.0451317,4
-1.0976264,0.8968973,9
-19.719994,-13.697998,8
11.008707,-15.927452,0
12.107994,19.045946,1
8.46661,15.810385,1
2.558379,-8.608552,0
-7.57371,-25.28376,2
1.176552,-13.650029,2
-26.99369,3.7318132,3
-5.4665456,-19.584614,2
22.869255,-11.005946,4
4.480228,1.2622255,4
-21.259972,21.93381,5
-4.951069,-2.1535769,8
21.677042,8.527661,6
-21.14972,13.67543,5
-1.654237,19.284143,7
-3.1123855,19.764002,7
-12.723345,-11.252388,8
-18.053495,-11.19133,8
-1.3688533,0.5933777,9
-1.6950463,12.561319,7
8.663114,-5.811647,4
-0.052141875,15.118716,7
-26.442734,4.642258,3
-3.4868028,-20.23075,2
12.6951885,-17.130695,0
-24.384693,-15.881428,8
21.278982,9.78537,6
-12.299493,-9.2789345,8
14.01227,7.261519,6
6.9101653,11.170349,1
17.542854,6.93975,6
-8.305857,-8.028199,8
-1.6979358,0.6398493,9
12.14591,-0.9081415,4
11.349728,-18.456673,0
-2.8484313,3.7843447,9
10.893775,-18.089096,0
12.863514,-3.0312164,4
10.299301,15.793537,1
-15.991112,10.49544,5
3.6053784,-3.833129,4
-3.4913142,15.410322,7
-20.300613,17.187323,5
-33.119938,0.625919,3
-3.0440328,18.628672,7
5.4031506,-3.11668,4
-2.0826938,0.33401337,9
-8.497545,-6.6601896,8
-14.934599,13.208714,5
-15.578038,-8.011631,8
16.684141,6.2892933,6
-16.09906,0.5319036,3
-27.551765,-17.018938,8
19.968054,7.2216754,6
-1.3373506,0.7713584,9
-4.0979743,1.7796184,9
8.108577,17.040974,1
-26.718964,-16.361622,8
-32.07086,4.425177,3
-16.31054,13.488901,5
-19.11581,-12.48282,8
7.8770742,2.3769534,6
-17.934444,17.691206,5
-3.0552719,1.0061594,9
-5.8886714,21.95305,7
-5.1469264,-30.028906,2
-13.923946,9.103465,5
8.583045,-14.544081,0
-29.869326,-17.403341,8
-2.604184,4.6110067,5
9.817183,17.406786,1
9.479011,15.15513,1
12.409525,-16.998783,0
-2.6256063,0.7271975,9
10.29795,18.145857,1
-14.882425,-13.713318,8
21.662603,7.51789,6
-2.8321362,11.170358,7
11.039057,-24.553822,0
-0.038855284,-3.8407066,9
-27.871136,6.712171,3
7.996245,-13.36627,0
-26.09989,-16.389875,8
-11.657654,-2.361988,8
-2.3274076,-0.4071885,9
22.417698,8.346197,6
-3.165644,15.411352,7
-19.841888,-12.947817,8
22.023567,-8.248628,4
-2.2773402,14.402383,7
-18.76285,18.24682,5
-5.664084,0.40365592,9
3.7282412,-22.609903,2
19.006104,8.314146,6
-2.8199656,18.439304,7
10.504864,-6.9695044,4
-15.074157,13.759523,5
-2.9337661,0.42914334,9
-2.7342594,-20.615088,2
-14.236679,1.3504113,3
8.74945,16.9624,1
17.32795,5.6822166,6
-21.736744,6.7856703,3
-1.3857028,0.12897268,9
-7.591583,-14.909628,2
-4.725491,-21.935795,2
-14.88151,14.785256,5
26.398975,9.364574,6
-9.900391,-9.541252,8
11.700764,-19.723509,0
-4.383713,19.017172,7
-2.942251,15.504901,7
8.166498,14.834555,1
-2.1834714,1.5010355,9
-25.608427,-15.409392,8
-3.2521145,15.892185,7
12.310614,-18.76156,0
1.2430251,0.52611554,9
-4.3901906,2.1079745,9
11.271011,-4.771391,4
17.608984,7.742314,6
-3.8787715,-19.336458,2
-27.05596,-18.190498,8
-13.2575655,8.678364,5
9.013511,18.608202,1
16.552292,-7.827952,4
9.230521,16.180288,1
-12.147463,12.013548,5
-20.20332,18.55672,5
7.149693,14.176929,1
-3.578935,21.649336,7
-26.882961,1.6614665,3
24.193985,7.014418,6
10.500439,-3.276881,4
-19.4992,0.61588013,3
-1.9901874,-22.228045,2
-16.852757,15.897219,5
8.251922,5.9945726,6
20.76296,-10.559103,4
10.391358,-6.8086367,4
7.702148,-14.247751,0
19.319412,-1.8118638,4
19.415535,-11.6721945,4
18.950783,6.8418593,6
-3.3657155,20.714052,7
-3.247288,-4.6355367,2
18.988132,-8.803041,4
-17.487373,0.25927773,3
-25.743633,1.5144254,3
-13.668014,-7.9040146,8
9.901162,-14.328553,0
11.516348,-19.798323,0
-28.310432,8.44907,3
-6.6605334,-16.799456,2
-3.8323352,-17.95973,2
-3.0404632,0.6802118,9
-17.95745,-12.317844,8
-0.7529857,-12.180078,2
-28.363258,5.6825953,3
1.1455821,16.27192,7
11.1210575,-16.34997,0
3.707307,6.7707148,1
9.924745,16.964182,1
5.5857234,-13.298859,0
-5.1471963,-22.22495,2
-31.464731,4.2227526,3
-23.190006,-1.8436745,3
-16.80315,-11.137922,8
12.993212,-5.6622653,4
-26.276005,1.664744,3
-15.06382,11.472228,5
-5.1645036,22.330603,7
19.503618,10.345891,6
14.828167,-7.8054276,4
-2.5685437,19.496912,7
1.8926158,7.9767847,7
-17.68265,-9.864684,8
-16.4326,13.949591,5
-3.422835,0.875101,9
-2.2949631,12.59794,7
7.9105835,-13.386096,0
-20.651112,-0.38628754,3
10.318552,16.428804,1
7.4690676,0.82874024,6
-8.815571,-17.190533,2
10.513192,-4.054646,4
-25.402351,5.720634,3
6.3105526,-3.5246637,4
22.612976,-9.724673,4
-2.8498352,14.645294,7
-12.646618,10.719457,5
-1.9345081,0.98197865,9
21.562487,10.413251,6
4.523186,-11.779148,9
7.7651906,-12.182814,0
-0.94937634,13.925083,7
9.601434,14.87754,1
12.569802,-5.6628547,4
-3.559059,-21.410845,2
-4.7259417,19.70289,7
-27.480234,5.281166,3
13.14307,5.221936,6
-0.14102146,16.15654,7
-20.857704,16.070665,5
-15.580944,-13.762075,8
14.778166,-7.6802998,4
-15.09478,12.748188,5
-10.294697,4.069351,5
-5.050058,-20.7158,2
-4.226067,13.097299,7
9.519134,17.431746,1
9.297651,16.938414,1
-18.228096,17.045805,5
9.453852,2.7657173,6
-23.50233,-17.517237,8
-19.613026,12.344345,5
-22.999779,-16.625437,8
13.463825,-7.233817,4
7.124534,-16.377592,0
-2.4818337,14.76886,7
-3.9055526,1.983098,9
-1.1726148,0.97567976,9
-6.2157493,-19.56221,2
-3.1487405,2.596381,9
-0.45999405,11.032454,7
-1.2986038,13.009619,7
-3.3527448,-2.447482,8
-1.1087582,17.13156,7
16.962824,-5.4666295,4
-3.783172,-11.428177,2
9.704859,5.4413595,6
-0.6307657,2.1501908,9
8.281934,13.661664,1
-0.34946415,13.731366,7
8.192016,-9.783309,0
18.282333,9.608904,6
19.503227,-8.653854,4
-9.957725,-15.929632,2
-19.41856,11.715977,5
-2.6385581,13.353239,7
8.762136,-15.59096,0
-1.0927932,16.293242,7
10.997952,16.920706,1
9.603998,-17.429155,0
-19.699944,0.85215175,3
-3.5272443,14.106558,7
15.418064,5.261914,6
-21.074743,19.035046,5
8.4461565,-10.895139,0
6.81766,6.796363,6
7.8624864,14.0050745,1
-19.676857,16.798197,5
9.275021,15.686743,1
-3.2277648,19.781734,7
-20.24312,-13.148241,8
-15.542181,8.392055,5
7.6855516,-12.482787,0
-14.586611,1.9200019,3
19.168749,-12.614624,4
-1.4718702,9.541512,7
-0.8792784,15.063824,7
-14.635376,10.2547455,5
-5.1778107,7.4339867,7
-22.300606,-19.977592,8
18.085537,5.5162086,6
-8.901805,0.1969648,9
-33.384533,2.1122324,3
-25.616392,-16.348793,8
16.494705,5.2001877,6
5.609292,11.251972,1
8.504196,-17.175747,0
-6.7691407,2.395075,9
-2.2969387,18.222649,7
8.527091,10.90776,1
-22.970507,2.9991474,3
9.419452,-11.673855,0
-14.348031,12.599407,5
21.15225,11.995829,6
16.024206,-7.545627,4
22.906832,-7.421314,4
-4.935389,-20.893896,2
11.94921,-7.167582,4
10.774399,-7.2768583,4
-27.335293,2.4307075,3
9.146589,14.402803,1
-4.1023126,19.401049,7
1.5262206,1.3375982,7
16.668121,6.4975104,6
8.28112,-15.583314,0
-18.50335,3.474393,3
17.776203,6.151282,6
9.208637,-16.216589,0
1.4285042,5.6534853,7
6.668366,12.914828,1
9.1369295,17.05101,1
10.151901,-3.7033374,4
-3.4388158,-1.5093423,9
14.384781,-6.6122327,4
-18.219688,2.9655178,3
13.5443,-8.64563,4
-9.632675,-11.060345,8
-7.3529763,-21.451586,2
-7.3620324,-14.790769,2
9.560125,14.929419,1
-11.523073,-7.6856775,8
-3.4305046,13.777374,7
4.0919805,-11.50229,0
-9.755006,-9.614203,8
8.807656,12.454359,1
9.681706,-14.552314,0
-0.6897094,7.6903224,7
15.75526,2.3654454,6
-14.306902,6.982077,3
-2.7833364,10.785555,7
-1.7552569,8.611027,7
-8.690437,6.041194,5
-19.067354,-15.9265995,8
-17.693638,-10.229076,8
-2.177756,0.05218354,9
12.942205,-17.768583,0
5.4096885,-8.03031,0
